date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-02-09 03,989.0283333333333,23.36,297.44666666666666,14.005,55.72,28.766666666666666,16.015,12.753333333333332,10.133333333333333,16.19333333333333,1154.8683333333333,2.9316666666666666,4.858333333333333,218.79999999999998,0.0,0.0,48.935,111.20833333333333,135.795,35.13333333333333,404.93333333333334
2020-02-09 03,989.5216666666666,21.896666666666665,295.935,14.236666666666666,61.815,26.326666666666668,16.258333333333333,10.068333333333333,10.283333333333333,16.43,1161.0733333333333,2.3666666666666667,3.401666666666667,218.78333333333333,0.0,0.0,2.7416666666666667,12.321666666666667,16.268333333333334,33.718333333333334,410.2
2020-02-09 03,990.0016666666667,20.816666666666666,294.81166666666667,13.978333333333333,64.90833333333333,24.631666666666664,15.985,8.648333333333333,10.105,16.148333333333333,1166.0249999999999,2.9333333333333336,3.846666666666667,227.46666666666667,0.0,0.0,0.0,0.0,0.0,32.11333333333334,414.81666666666666
2020-02-09 03,990.12,19.761666666666667,293.74333333333334,13.796666666666667,68.46666666666667,23.083333333333332,15.795,7.283333333333334,9.983333333333333,15.953333333333333,1170.45,2.6633333333333336,3.848333333333333,227.08333333333334,0.0,0.0,0.0,0.0,0.0,30.751666666666665,420.3666666666666
2020-02-09 03,990.1349999999999,19.611666666666665,293.59166666666664,13.033333333333333,65.785,22.87,15.030000000000001,7.836666666666666,9.496666666666668,15.181666666666667,1171.4133333333332,3.2516666666666665,4.886666666666667,230.29999999999998,0.0,0.0,0.0,0.0,0.0,29.685000000000002,416.59999999999997
2020-02-09 03,990.1466666666666,19.676666666666666,293.6583333333333,12.663333333333334,63.906666666666666,22.956666666666667,14.668333333333335,8.285,9.266666666666667,14.815,1171.3283333333334,2.57,4.016666666666667,235.0,0.0,0.0,0.0,0.0,0.0,29.23,416.15000000000003
2020-02-09 04,990.085,19.241666666666667,293.2266666666667,12.258333333333333,63.93833333333333,22.34166666666667,14.286666666666667,8.056666666666667,9.023333333333333,14.428333333333333,1173.1699999999998,2.235,3.2283333333333335,246.1,0.0,0.0,0.0,0.0,0.0,29.031666666666666,415.8333333333333
2020-02-09 04,989.9183333333334,18.406666666666666,292.4016666666667,12.535000000000002,68.735,21.215,14.553333333333333,6.663333333333334,9.195,14.701666666666668,1176.2133333333334,1.2166666666666666,1.9816666666666667,185.1,0.0,0.0,0.0,0.0,0.0,28.78,428.95
2020-02-09 04,989.755,16.68,290.685,13.313333333333333,80.54333333333334,19.025000000000002,15.31,3.7133333333333334,9.676666666666668,15.468333333333334,1182.68,1.4633333333333332,2.736666666666667,163.08333333333334,0.0,0.0,0.0,0.0,0.0,28.38,453.1166666666666
2020-02-09 04,989.5566666666667,15.946666666666665,289.96666666666664,13.236666666666666,83.95,18.150000000000002,15.233333333333334,2.9149999999999996,9.631666666666666,15.395000000000001,1185.4733333333334,1.2516666666666667,2.2866666666666666,172.33333333333334,0.0,0.0,0.0,0.0,0.0,27.786666666666665,456.95
2020-02-09 04,989.5383333333333,15.421666666666667,289.44166666666666,13.193333333333333,86.56666666666666,17.55,15.188333333333333,2.3583333333333334,9.601666666666667,15.351666666666667,1187.6266666666668,0.9616666666666668,1.8533333333333335,160.79999999999998,0.0,0.0,0.0,0.0,0.0,27.459999999999997,464.65000000000003
2020-02-09 04,989.6366666666667,15.476666666666667,289.4866666666667,13.073333333333332,85.61666666666667,17.613333333333333,15.07,2.5416666666666665,9.526666666666666,15.228333333333333,1187.575,0.9900000000000001,1.9116666666666668,181.53333333333333,0.0,0.0,2.8166666666666664,6.671666666666667,10.281666666666666,27.313333333333333,463.84999999999997
2020-02-09 05,989.8583333333332,15.670000000000002,289.66333333333336,13.231666666666667,85.39999999999999,17.831666666666667,15.223333333333334,2.605,9.623333333333333,15.381666666666668,1186.9766666666667,1.165,2.0583333333333336,174.11666666666667,0.0,0.0,34.434999999999995,72.23333333333333,83.94500000000001,27.423333333333332,468.5833333333333
2020-02-09 05,990.0166666666668,16.06,290.0416666666667,13.431666666666667,84.39999999999999,18.283333333333335,15.426666666666668,2.858333333333333,9.75,15.581666666666665,1185.4733333333334,0.9216666666666667,2.158333333333333,177.51666666666665,0.0,0.0,69.91333333333334,147.57000000000002,170.39833333333334,27.709999999999997,468.84999999999997
2020-02-09 05,990.0716666666667,18.003333333333334,291.98333333333335,13.616666666666667,75.63333333333334,20.7,15.616666666666667,5.088333333333334,9.868333333333334,15.770000000000001,1177.5516666666665,1.6266666666666667,2.526666666666667,154.75,0.0,0.0,279.93666666666667,568.79,762.1916666666666,28.753333333333334,453.9166666666667
2020-02-09 05,990.0183333333334,20.17,294.16333333333336,11.508333333333333,57.68333333333334,23.680000000000003,13.621666666666668,10.056666666666667,8.603333333333333,13.758333333333333,1169.68,1.7583333333333335,3.6449999999999996,165.20333333333335,0.0,0.0,239.8033333333333,494.295,738.035,30.948333333333334,410.9666666666667
2020-02-09 05,989.8883333333333,20.349999999999998,294.355,10.973333333333334,54.84,23.935000000000002,13.12,10.816666666666668,8.286666666666667,13.256666666666666,1169.0333333333333,2.175,4.135000000000001,220.3166666666667,0.0,6.666666666666667,306.9816666666666,631.49,760.5600000000001,32.14333333333333,404.26666666666665
2020-02-09 05,989.4833333333332,21.5,295.5416666666667,10.645,49.97833333333333,25.686666666666667,12.836666666666666,12.848333333333334,8.108333333333333,12.973333333333334,1164.1133333333335,3.3699999999999997,5.486666666666667,236.25,0.0,0.0,446.91499999999996,901.4033333333333,1666.0433333333333,33.475,402.5333333333333
2020-02-09 06,989.0883333333333,22.001666666666665,296.08,10.693333333333333,48.635,26.486666666666668,12.88,13.604999999999999,8.141666666666666,13.023333333333333,1161.6499999999999,4.466666666666667,7.626666666666666,221.0666666666667,0.0,0.0,433.26500000000004,880.7533333333334,1258.8383333333334,34.18333333333333,402.7166666666667
2020-02-09 06,988.6233333333333,22.58666666666667,296.70666666666665,11.25,48.696666666666665,27.44666666666667,13.363333333333335,14.083333333333334,8.451666666666666,13.516666666666666,1158.59,4.926666666666667,7.93,211.01666666666665,0.0,0.0,745.7533333333332,1481.0616666666665,1859.6516666666666,34.725,403.9166666666667
2020-02-09 06,989.0183333333333,19.466666666666665,293.5416666666667,13.643333333333333,70.52166666666666,22.81833333333333,15.69,7.126666666666666,9.926666666666668,15.863333333333335,1170.42,2.861666666666667,5.821666666666666,258.05,0.2333333333333333,290.0,127.60333333333334,276.7083333333333,395.66833333333335,35.031666666666666,405.7166666666667
2020-02-09 06,989.0783333333334,18.215,292.28000000000003,14.963333333333333,81.61166666666666,21.005,17.038333333333334,3.9633333333333334,10.786666666666667,17.228333333333335,1174.8733333333332,1.6933333333333334,3.0683333333333334,223.95000000000002,0.016666666666666666,5.0,381.56666666666666,757.7800000000001,906.7933333333334,32.385,405.7
2020-02-09 06,988.7216666666667,21.076666666666664,295.18333333333334,14.045,64.22333333333333,25.03,16.07,8.956666666666665,10.173333333333334,16.253333333333334,1163.4383333333333,1.8099999999999998,3.8066666666666666,244.8166666666667,0.0,0.0,270.43333333333334,534.725,825.1866666666666,33.12166666666666,403.09999999999997
2020-02-09 06,988.6833333333334,21.84,295.95,11.183333333333332,50.86833333333334,26.228333333333335,13.326666666666668,12.901666666666666,8.426666666666668,13.476666666666667,1161.61,1.8083333333333333,4.191666666666666,247.3166666666667,0.0,0.0,199.27666666666667,402.58666666666664,569.2616666666667,34.03666666666667,400.9166666666667
2020-02-09 07,988.8333333333334,21.32166666666667,295.42,7.591666666666666,41.11,25.418333333333333,10.445,14.976666666666667,6.596666666666667,10.563333333333334,1165.125,2.3266666666666667,4.245,259.9,0.0,0.0,54.36833333333333,126.49333333333334,155.52166666666668,33.96333333333333,400.7833333333333
2020-02-09 07,989.3299999999999,19.653333333333332,293.7033333333333,8.063333333333334,47.12166666666667,22.93166666666667,10.788333333333334,12.145000000000001,6.8116666666666665,10.901666666666666,1172.2016666666666,1.445,2.8333333333333335,263.55,0.0,0.0,2.648333333333333,13.345,16.913333333333334,32.08,403.23333333333335
2020-02-09 07,990.0733333333333,18.456666666666667,292.44,8.656666666666666,52.80166666666667,21.275000000000002,11.229999999999999,10.046666666666667,7.081666666666667,11.341666666666667,1177.6983333333335,1.8633333333333333,2.5066666666666664,254.5666666666667,0.0,0.0,0.0,0.0,0.0,30.261666666666667,405.6333333333334
2020-02-09 07,990.4266666666666,17.669999999999998,291.62166666666667,9.093333333333334,57.135,20.25,11.565,8.681666666666667,7.296666666666667,11.68,1181.1516666666666,2.375,3.4583333333333335,255.73333333333335,0.0,0.0,0.0,0.0,0.0,28.89,406.1666666666667
2020-02-09 07,990.6583333333333,16.316666666666666,290.24666666666667,9.728333333333333,65.035,18.588333333333335,12.075000000000001,6.515000000000001,7.614999999999999,12.186666666666667,1186.7233333333334,1.0816666666666668,1.8366666666666667,182.8116666666667,0.0,0.0,0.0,0.0,0.0,27.833333333333332,414.90000000000003
2020-02-09 07,990.9133333333333,16.201666666666668,290.10833333333335,9.785,65.69666666666667,18.44666666666667,12.118333333333332,6.328333333333333,7.640000000000001,12.229999999999999,1187.4783333333332,1.99,2.545,244.21666666666667,0.0,0.0,0.0,0.0,0.0,27.05666666666667,410.4166666666667
2020-02-09 08,990.7483333333333,15.153333333333334,289.07166666666666,9.981666666666667,71.21666666666667,17.25166666666667,12.278333333333334,4.971666666666667,7.746666666666667,12.395000000000001,1191.5249999999999,1.4816666666666667,2.085,230.45000000000002,0.0,0.0,0.0,0.0,0.0,26.548333333333332,416.0833333333333
2020-02-09 08,990.5033333333334,14.053333333333333,287.98833333333334,10.506666666666666,79.17,16.063333333333333,12.716666666666667,3.3466666666666662,8.025,12.838333333333333,1195.59,0.66,1.2183333333333335,160.56666666666666,0.0,0.0,0.0,0.0,0.0,26.11,438.26666666666665
2020-02-09 08,990.435,13.354999999999999,287.295,10.788333333333334,84.46666666666667,15.354999999999999,12.961666666666666,2.393333333333333,8.18,13.086666666666666,1198.3100000000002,1.03,1.6000000000000003,174.48333333333335,0.0,0.0,0.0,0.0,0.0,25.96166666666667,445.8833333333334
2020-02-09 08,990.37,12.795,286.7366666666667,10.776666666666666,87.51666666666667,14.796666666666667,12.950000000000001,1.8483333333333334,8.174999999999999,13.078333333333333,1200.5833333333333,1.1333333333333333,2.0233333333333334,167.41666666666666,0.0,0.0,0.0,0.0,0.0,25.68166666666667,458.40000000000003
2020-02-09 08,990.0483333333333,12.549999999999999,286.5183333333334,10.748333333333333,88.76666666666667,14.56,12.926666666666668,1.6383333333333334,8.161666666666667,13.056666666666667,1201.2316666666666,1.3533333333333335,2.2266666666666666,184.15,0.0,0.0,0.0,0.0,0.0,25.47666666666667,461.84999999999997
2020-02-09 08,990.04,12.273333333333333,286.24333333333334,10.83,90.88333333333333,14.301666666666668,12.995,1.305,8.203333333333333,13.126666666666665,1202.3516666666667,1.2,2.125,181.4333333333333,0.0,0.0,8.601666666666667,19.51,25.106666666666666,25.145,464.31666666666666
2020-02-09 09,990.1566666666668,12.806666666666667,286.76666666666665,10.806666666666667,87.63333333333333,14.815,12.973333333333334,1.8383333333333332,8.19,13.103333333333333,1200.2633333333333,1.1199999999999999,2.0016666666666665,176.54999999999998,0.0,0.0,108.5,208.45333333333335,267.20166666666665,25.02,456.95
2020-02-09 09,990.035,14.479999999999999,288.45666666666665,11.243333333333334,80.92,16.523333333333333,13.358333333333334,3.1666666666666665,8.435,13.493333333333334,1192.9616666666668,1.3866666666666667,2.5,160.43333333333334,0.0,0.0,216.17333333333332,422.3983333333333,551.245,26.268333333333334,444.9666666666667
2020-02-09 09,989.985,16.694999999999997,290.6816666666667,11.948333333333332,73.54166666666667,19.040000000000003,13.996666666666668,5.045000000000001,8.841666666666667,14.141666666666666,1183.4916666666666,1.6816666666666666,2.688333333333333,146.4333333333333,0.0,0.0,337.7966666666667,668.6083333333333,802.8650000000001,28.991666666666664,425.3666666666666
2020-02-09 09,989.8866666666667,18.235,292.235,12.066666666666668,67.32000000000001,20.99,14.106666666666667,6.885000000000001,8.911666666666667,14.253333333333332,1177.0683333333334,2.7100000000000004,4.635,189.85,0.0,0.0,397.41333333333336,794.6516666666666,1112.84,31.131666666666664,404.93333333333334
2020-02-09 09,989.695,18.865,292.88166666666666,11.763333333333334,63.35833333333333,21.825,13.828333333333333,7.996666666666667,8.736666666666666,13.969999999999999,1174.4233333333334,3.0700000000000003,5.586666666666666,210.0,0.0,0.0,232.96,484.34666666666664,625.0683333333333,32.281666666666666,400.56666666666666
2020-02-09 09,989.5416666666666,19.169999999999998,293.2,11.57,61.416666666666664,22.245,13.651666666666666,8.591666666666667,8.628333333333334,13.796666666666667,1173.0966666666666,2.8433333333333333,5.198333333333333,226.46666666666667,0.0,0.0,322.62166666666667,659.6183333333333,1303.01,31.923333333333332,399.06666666666666
2020-02-09 10,989.3616666666667,19.81833333333333,293.865,10.215,53.865,23.15833333333333,12.475,10.685,7.878333333333333,12.61,1170.8149999999998,3.905,6.669999999999999,225.16666666666666,0.0,0.0,415.805,839.6416666666668,1251.1833333333334,32.335,400.3833333333334
2020-02-09 10,989.085,20.066666666666666,294.1383333333333,9.586666666666666,50.84166666666667,23.516666666666666,11.956666666666665,11.561666666666667,7.553333333333334,12.088333333333333,1169.7266666666667,4.008333333333334,6.713333333333334,222.46666666666667,0.0,0.0,435.50499999999994,877.995,1231.6200000000001,32.699999999999996,400.3333333333333
2020-02-09 10,988.5450000000001,20.563333333333333,294.68333333333334,9.551666666666668,49.24166666666667,24.255,11.933333333333332,12.32,7.541666666666667,12.071666666666665,1167.1200000000001,4.69,7.521666666666667,221.1,0.0,0.0,534.4033333333333,1068.91,1450.2366666666667,33.001666666666665,399.6166666666666
2020-02-09 10,988.2366666666667,21.086666666666666,295.23333333333335,8.33,43.87166666666667,25.041666666666668,10.988333333333335,14.055,6.945,11.118333333333334,1165.1000000000001,3.74,7.2299999999999995,240.53333333333333,0.0,0.0,324.62166666666667,661.0516666666666,892.0083333333333,33.47666666666667,398.05
2020-02-09 10,988.0666666666666,21.071666666666665,295.23333333333335,8.238333333333333,43.625,25.02,10.915,14.103333333333333,6.8999999999999995,11.046666666666667,1164.9916666666666,2.7183333333333333,5.516666666666667,252.86666666666667,0.0,0.0,272.03,550.15,724.4066666666666,33.47666666666667,397.3333333333333
2020-02-09 10,988.0533333333333,21.148333333333333,295.31333333333333,8.023333333333333,42.81333333333333,25.14833333333333,10.755,14.393333333333333,6.798333333333333,10.883333333333335,1164.7466666666667,2.165,4.7316666666666665,265.81666666666666,0.0,0.0,211.8133333333333,426.34666666666664,561.8149999999999,33.718333333333334,397.84999999999997
2020-02-09 11,988.185,19.615,293.76166666666666,8.543333333333333,48.73666666666667,22.87,11.141666666666666,11.726666666666667,7.043333333333333,11.276666666666666,1170.8266666666666,1.8616666666666666,3.731666666666667,261.23333333333335,0.0,0.0,63.04666666666666,131.08666666666667,147.715,33.20333333333333,398.8
2020-02-09 11,988.3566666666667,18.578333333333333,292.70666666666665,8.641666666666667,52.33833333333333,21.439999999999998,11.216666666666667,10.221666666666668,7.09,11.35,1175.1616666666666,1.6366666666666667,2.5283333333333333,260.8666666666667,0.0,0.0,3.8533333333333335,10.979999999999999,15.023333333333333,31.541666666666668,401.0333333333333
2020-02-09 11,988.8333333333334,17.703333333333333,291.79,8.945,56.45333333333334,20.291666666666668,11.450000000000001,8.841666666666667,7.233333333333333,11.58,1179.1616666666666,1.7666666666666666,2.18,251.45000000000002,0.0,0.0,0.0,0.0,0.0,30.051666666666666,404.51666666666665
2020-02-09 11,989.1033333333334,16.958333333333332,291.0183333333333,9.181666666666667,60.135,19.358333333333334,11.635,7.721666666666667,7.351666666666667,11.765,1182.43,1.9866666666666666,2.5166666666666666,251.26666666666665,0.0,0.0,0.0,0.0,0.0,28.849999999999998,407.4666666666667
2020-02-09 11,989.2383333333333,16.196666666666665,290.2416666666667,9.323333333333332,63.71333333333333,18.44333333333333,11.745,6.698333333333333,7.419999999999999,11.871666666666664,1185.6533333333334,2.1333333333333333,2.9033333333333338,250.20000000000002,0.0,0.0,0.0,0.0,0.0,27.743333333333336,409.68333333333334
2020-02-09 11,989.43,14.791666666666666,288.8183333333333,9.536666666666667,70.79666666666667,16.863333333333333,11.916666666666666,4.943333333333333,7.526666666666666,12.045,1191.595,1.4466666666666665,2.3433333333333333,210.66666666666666,0.0,0.0,0.0,0.0,0.0,26.814999999999998,416.4166666666667
2020-02-09 12,989.445,13.525,287.545,9.938333333333333,78.89833333333333,15.526666666666666,12.241666666666667,3.285,7.733333333333333,12.373333333333333,1196.7283333333332,0.6783333333333333,1.3216666666666665,160.9,0.0,0.0,0.0,0.0,0.0,25.873333333333335,431.7
2020-02-09 12,989.39,12.235,286.25666666666666,10.07,86.63333333333333,14.265,12.351666666666667,1.915,7.803333333333334,12.483333333333334,1202.02,0.8266666666666667,1.5533333333333335,168.33333333333334,0.0,0.0,0.0,0.0,0.0,25.005,444.1166666666666
2020-02-09 12,989.3633333333333,11.171666666666667,285.1933333333333,9.978333333333333,92.35000000000001,13.295,12.276666666666666,1.02,7.753333333333333,12.408333333333333,1206.515,1.08,2.045,148.70000000000002,0.0,0.0,0.0,0.0,0.0,24.206666666666667,455.84999999999997
2020-02-09 12,989.225,10.478333333333333,284.51,9.783333333333333,95.45,12.696666666666667,12.113333333333335,0.5766666666666667,7.655,12.246666666666668,1209.3683333333333,0.9666666666666667,1.6433333333333333,149.93333333333334,0.0,0.0,0.0,0.0,0.0,23.498333333333335,459.43333333333334
2020-02-09 12,988.9233333333333,10.243333333333334,284.2966666666667,9.636666666666667,96.01666666666667,12.495,11.998333333333333,0.49666666666666665,7.579999999999999,12.131666666666668,1210.055,0.7166666666666667,1.345,181.6833333333333,0.0,0.0,0.0,0.0,0.0,22.965,460.6166666666666
2020-02-09 12,988.9383333333334,10.276666666666666,284.33,9.626666666666667,95.73333333333333,12.523333333333333,11.99,0.5366666666666666,7.575,12.125,1209.9366666666667,0.6333333333333333,1.1833333333333333,166.95000000000002,0.0,0.0,6.688333333333333,19.80666666666667,27.006666666666664,22.876666666666665,463.95
2020-02-09 13,988.8816666666667,11.676666666666668,285.74,9.775,88.18333333333334,13.763333333333334,12.11,1.6533333333333333,7.651666666666666,12.245,1203.8766666666668,0.8383333333333334,1.33,179.33333333333334,0.0,0.0,111.14166666666667,209.79666666666665,232.45333333333335,22.974999999999998,454.8
2020-02-09 13,988.7916666666666,13.528333333333334,287.60333333333335,10.096666666666666,79.79333333333334,15.545,12.373333333333333,3.171666666666667,7.82,12.515,1195.8683333333333,1.12,1.9100000000000001,170.79999999999998,0.0,0.0,261.18833333333333,514.035,540.0216666666666,24.778333333333336,458.0
2020-02-09 13,988.685,16.393333333333334,290.48833333333334,10.635,68.77499999999999,18.698333333333334,12.828333333333333,5.873333333333334,8.108333333333333,12.973333333333334,1183.7016666666666,1.325,2.275,157.46666666666667,0.0,0.0,424.38166666666666,831.9033333333333,857.3183333333333,28.66,437.68333333333334
2020-02-09 13,988.4333333333334,18.586666666666666,292.7083333333333,11.065,61.66833333333333,21.465,13.203333333333333,8.261666666666667,8.35,13.36,1174.325,2.026666666666667,3.315,123.68333333333334,0.0,0.0,567.015,1110.9383333333333,1242.4566666666667,32.52,420.01666666666665
2020-02-09 13,988.0483333333333,19.836666666666666,293.995,10.306666666666667,54.13166666666667,23.186666666666667,12.549999999999999,10.635,7.94,12.701666666666668,1169.145,2.0,3.748333333333333,230.70000000000002,0.0,0.0,279.625,562.3616666666667,1202.5716666666667,34.589999999999996,400.73333333333335
2020-02-09 13,987.5033333333334,20.66,294.86833333333334,10.243333333333332,51.254999999999995,24.400000000000002,12.496666666666668,11.903333333333334,7.908333333333332,12.655000000000001,1165.25,2.918333333333333,5.3500000000000005,237.5,0.0,0.0,379.3766666666667,764.6983333333334,1858.9716666666666,34.29833333333333,399.05
2020-02-09 14,986.8666666666667,21.361666666666665,295.62666666666667,9.891666666666667,47.925000000000004,25.473333333333333,12.205,13.268333333333333,7.726666666666667,12.366666666666667,1161.8516666666667,3.205,5.558333333333334,232.70000000000002,0.0,0.0,420.52,846.7166666666667,1249.04,34.07833333333333,399.93333333333334
2020-02-09 14,986.415,22.11,296.4166666666667,9.368333333333332,44.196666666666665,26.661666666666665,11.783333333333333,14.88,7.463333333333334,11.943333333333333,1158.5600000000002,3.5116666666666667,5.483333333333333,225.04999999999998,0.0,0.0,410.19166666666666,833.7883333333333,1406.1466666666668,34.526666666666664,399.45
2020-02-09 14,985.7366666666667,22.400000000000002,296.76666666666665,9.011666666666667,42.395,27.135,11.503333333333332,15.63,7.29,11.67,1156.7466666666667,4.823333333333333,7.168333333333333,206.35,0.0,0.0,331.345,676.6933333333333,802.5533333333333,34.67666666666667,400.3
2020-02-09 14,984.9566666666666,22.40833333333333,296.8433333333333,9.461666666666668,43.675000000000004,27.146666666666665,11.856666666666667,15.291666666666666,7.521666666666667,12.036666666666667,1155.6383333333333,4.4383333333333335,6.555,186.36666666666667,0.0,0.0,340.3333333333333,696.5283333333333,944.2583333333333,34.27833333333333,399.3833333333334
2020-02-09 14,984.3849999999999,22.541666666666668,297.02500000000003,9.625,43.803333333333335,27.368333333333336,11.988333333333335,15.38,7.609999999999999,12.178333333333333,1154.385,4.81,7.493333333333333,191.13333333333333,0.0,0.0,255.95166666666668,518.6416666666667,769.1883333333334,34.06166666666667,399.7833333333333
2020-02-09 14,983.8933333333333,22.395,296.92,9.438333333333333,43.64333333333334,27.126666666666665,11.838333333333333,15.286666666666667,7.5183333333333335,12.033333333333333,1154.445,4.446666666666666,6.648333333333333,190.89999999999998,0.0,0.0,100.69833333333332,208.62833333333333,320.755,33.635,398.23333333333335
2020-02-09 15,983.7433333333333,21.245,295.77833333333336,10.229999999999999,49.54666666666666,25.304999999999996,12.491666666666667,12.81,7.9383333333333335,12.700000000000001,1158.4883333333335,3.3249999999999997,4.696666666666666,207.4,0.0,46.666666666666664,18.673333333333336,45.79,54.330000000000005,32.67666666666667,400.65000000000003
2020-02-09 15,983.1316666666667,19.94,294.5183333333333,11.423333333333332,58.01,23.338333333333335,13.525,9.811666666666666,8.601666666666667,13.756666666666668,1162.455,2.1566666666666667,2.905,198.86666666666667,0.0,0.0,2.415,5.704999999999999,7.454999999999999,31.52,406.18333333333334
2020-02-09 15,982.7866666666667,19.623333333333335,294.2316666666666,11.846666666666666,60.785,22.88,13.903333333333334,8.976666666666667,8.848333333333333,14.15,1163.1283333333333,1.5266666666666666,2.765,179.5666666666667,0.0,0.0,0.0,0.0,0.0,30.856666666666666,410.0833333333333
2020-02-09 15,982.515,19.433333333333334,294.06166666666667,11.718333333333334,61.00333333333333,22.613333333333333,13.786666666666667,8.825000000000001,8.775,14.034999999999998,1163.6133333333335,1.9466666666666665,2.908333333333333,197.91666666666666,0.0,51.666666666666664,0.0,0.0,0.0,30.418333333333333,410.23333333333335
2020-02-09 15,981.7966666666666,19.328333333333333,294.0183333333334,12.089999999999998,62.89166666666667,22.463333333333335,14.128333333333332,8.336666666666666,8.998333333333333,14.388333333333334,1163.0233333333333,2.8083333333333336,3.9283333333333332,177.79999999999998,0.0,0.0,0.0,0.0,0.0,29.871666666666666,415.59999999999997
2020-02-09 15,980.8083333333334,20.07,294.84999999999997,11.25,56.830000000000005,23.52333333333333,13.365,10.16,8.52,13.626666666666667,1159.2483333333332,3.6199999999999997,4.935,184.08333333333334,0.0,0.0,0.0,0.0,0.0,29.558333333333334,409.8833333333334
2020-02-09 16,979.8850000000001,20.246666666666666,295.1066666666666,10.878333333333332,54.82333333333333,23.78,13.035000000000002,10.745,8.316666666666666,13.305,1157.6000000000001,3.141666666666667,4.651666666666666,179.6,0.0,0.0,0.0,0.0,0.0,29.368333333333336,410.3333333333333
2020-02-09 16,978.8233333333334,20.451666666666668,295.405,10.376666666666667,52.37833333333333,24.086666666666662,12.606666666666667,11.478333333333333,8.049999999999999,12.881666666666666,1155.7266666666667,3.25,4.996666666666667,188.29999999999998,0.0,0.0,0.0,0.0,0.0,29.34166666666667,409.23333333333335
2020-02-09 16,978.3033333333333,20.595000000000002,295.59499999999997,10.033333333333333,50.71333333333333,24.295,12.321666666666665,11.975,7.871666666666666,12.596666666666666,1154.6733333333334,3.7733333333333334,5.386666666666667,209.26666666666665,0.0,0.0,0.0,0.0,0.0,29.430000000000003,409.7833333333333
2020-02-09 16,978.1666666666666,20.341666666666665,295.35166666666663,9.825000000000001,50.791666666666664,23.92,12.15,11.773333333333333,7.763333333333333,12.42,1155.585,3.776666666666667,5.076666666666667,207.95000000000002,0.0,0.0,0.0,0.0,0.0,29.388333333333335,412.0833333333333
2020-02-09 16,978.19,20.235,295.24,9.776666666666666,50.961666666666666,23.763333333333332,12.11,11.653333333333334,7.736666666666667,12.38,1156.05,3.6483333333333334,5.463333333333334,208.4,0.0,0.0,0.0,0.0,0.0,29.183333333333334,412.84999999999997
2020-02-09 16,978.6166666666667,19.793333333333333,294.76,10.35,54.44833333333333,23.123333333333335,12.584999999999999,10.536666666666667,8.038333333333334,12.863333333333335,1158.0866666666668,2.873333333333333,4.6066666666666665,218.23333333333335,0.0,0.0,5.249999999999999,16.795,22.548333333333336,29.12,414.3333333333333
2020-02-09 17,978.7583333333333,19.665,294.61833333333334,11.173333333333332,57.96333333333333,22.941666666666666,13.296666666666667,9.643333333333333,8.495,13.586666666666666,1158.4433333333334,1.8099999999999998,3.2416666666666667,211.38333333333333,0.0,0.0,87.85166666666667,173.91,225.41166666666666,29.145,415.55
2020-02-09 17,979.0383333333333,20.91,295.84666666666664,9.158333333333333,47.11000000000001,24.775000000000002,11.651666666666666,13.121666666666668,7.435,11.901666666666666,1154.61,4.431666666666667,8.91,224.6,0.0,0.0,222.67999999999998,431.125,559.5216666666666,30.105,407.26666666666665
2020-02-09 17,979.625,20.885,295.77166666666665,8.038333333333334,43.528333333333336,24.735,10.765,13.969999999999999,6.863333333333333,10.991666666666667,1155.7983333333334,5.1433333333333335,10.563333333333334,234.38333333333333,0.0,0.0,230.1483333333333,458.0916666666667,999.7483333333333,31.748333333333335,403.25
2020-02-09 17,980.0266666666666,21.150000000000002,296.00166666666667,7.5683333333333325,41.475,25.14333333333333,10.424999999999999,14.719999999999999,6.645,10.636666666666667,1155.385,5.646666666666666,10.033333333333333,240.28333333333333,0.0,0.0,340.81333333333333,675.36,1404.3583333333333,32.01166666666666,401.81666666666666
2020-02-09 17,980.4166666666666,21.543333333333333,296.365,7.736666666666667,40.95333333333333,25.753333333333334,10.548333333333334,15.206666666666665,6.718333333333334,10.76,1154.25,5.803333333333334,11.685,247.38333333333333,0.0,0.0,455.68499999999995,903.3616666666667,1860.21,32.641666666666666,401.0833333333333
2020-02-09 17,980.8483333333334,20.981666666666666,295.7633333333333,8.65,45.145,24.883333333333336,11.226666666666667,13.659999999999998,7.148333333333333,11.446666666666667,1156.66,6.321666666666666,12.633333333333333,229.88333333333333,0.0,0.0,299.59499999999997,616.68,1428.415,32.92333333333333,401.75
2020-02-09 18,981.3449999999999,20.796666666666667,295.53333333333336,8.386666666666667,44.821666666666665,24.599999999999998,11.026666666666666,13.573333333333332,7.0183333333333335,11.235,1158.0666666666666,6.136666666666667,11.335,219.5666666666667,0.0,0.0,340.04833333333335,701.5,1303.5683333333334,32.285000000000004,401.0
